Item_Identifier,Item_Type,Item_Fat_Content,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_City,Item_Outlet_Sales
FDD53,Frozen Foods,Low Fat,,0.044008347,43.7454,OUT027,1985,Medium,Tier 3,Mumbai,671.1264
DRK59,Hard Drinks,Low Fat,,0.075084457,233.9616,OUT027,1985,Medium,Tier 3,Mumbai,4452.8704
NCH42,Household,Low Fat,,0.036360386,231.601,OUT027,1985,Medium,Tier 3,Mumbai,7580.133
FDD46,Snack Foods,Low Fat,,0.140571971,154.7998,OUT027,1985,Medium,Tier 3,Mumbai,3383.5956
FDQ10,Snack Foods,Low Fat,,0.033018559,170.4422,OUT027,1985,Medium,Tier 3,Mumbai,5000.8238
DRB01,Soft Drinks,Low Fat,,0.081841136,190.053,OUT027,1985,Medium,Tier 3,Mumbai,569.259
FDR35,Breads,Low Fat,,0.020597493,200.0742,OUT027,1985,Medium,Tier 3,Mumbai,8958.339
FDT58,Snack Foods,Low Fat,,0.085538477,169.2816,OUT027,1985,Medium,Tier 3,Mumbai,3523.4136
NCC18,Household,Low Fat,,0.176411579,173.2422,OUT027,1985,Medium,Tier 3,Mumbai,2069.3064
FDQ57,Snack Foods,Low Fat,,0.027812304,147.476,OUT027,1985,Medium,Tier 3,Mumbai,3368.948
NCK18,Household,Low Fat,,0.006665667,164.1184,OUT027,1985,Medium,Tier 3,Mumbai,3797.7232
NCC07,Household,Low Fat,,0.023835164,103.3964,OUT027,1985,Medium,Tier 3,Mumbai,3050.6956
FDA44,Fruits and Vegetables,Low Fat,,0.052964982,57.793,OUT027,1985,Medium,Tier 3,Mumbai,1754.383
NCJ42,Household,Low Fat,,0.014232071,100.9332,OUT027,1985,Medium,Tier 3,Mumbai,1743.0644
FDQ52,Frozen Foods,Low Fat,,0.118806857,248.8434,OUT027,1985,Medium,Tier 3,Mumbai,6705.2718
NCP05,Health and Hygiene,Low Fat,,0.025164132,152.6024,OUT027,1985,Medium,Tier 3,Mumbai,6072.096
FDV49,Canned,Low Fat,,0.025702129,262.6226,OUT027,1985,Medium,Tier 3,Mumbai,7136.7102
NCX05,Health and Hygiene,Low Fat,,0.096592065,117.4492,OUT027,1985,Medium,Tier 3,Mumbai,1621.8888
NCW53,Health and Hygiene,Low Fat,,0.030347404,192.5162,OUT027,1985,Medium,Tier 3,Mumbai,3078.6592
FDW13,Canned,Low Fat,,0.097410707,52.7324,OUT027,1985,Medium,Tier 3,Mumbai,2492.7552
DRJ23,Hard Drinks,Low Fat,,0.0,188.1872,OUT027,1985,Medium,Tier 3,Mumbai,3214.4824
FDJ32,Fruits and Vegetables,Low Fat,,0.057512481,62.5536,OUT027,1985,Medium,Tier 3,Mumbai,1592.5936
FDB52,Dairy,Low Fat,,0.030288215,256.7672,OUT027,1985,Medium,Tier 3,Mumbai,4346.3424
NCH54,Household,Low Fat,,0.072317217,160.792,OUT027,1985,Medium,Tier 3,Mumbai,3675.216
FDQ39,Meat,Low Fat,,0.080649685,189.9846,OUT027,1985,Medium,Tier 3,Mumbai,6114.7072
NCQ18,Household,Low Fat,,0.134418705,99.67,OUT027,1985,Medium,Tier 3,Mumbai,2596.62
NCI18,Household,Low Fat,,0.013956116,222.3746,OUT027,1985,Medium,Tier 3,Mumbai,5609.365
NCS05,Health and Hygiene,Low Fat,,0.020876485,133.7942,OUT027,1985,Medium,Tier 3,Mumbai,1722.4246
DRH39,Dairy,Low Fat,,0.092241348,75.867,OUT027,1985,Medium,Tier 3,Mumbai,2450.144
FDE58,Snack Foods,Low Fat,,0.0,119.8124,OUT027,1985,Medium,Tier 3,Mumbai,1659.1736
FDS01,Canned,Low Fat,,0.017659068,175.9686,OUT027,1985,Medium,Tier 3,Mumbai,5866.3638
FDF05,Frozen Foods,Low Fat,,0.026740767,261.291,OUT027,1985,Medium,Tier 3,Mumbai,5522.811
DRI01,Soft Drinks,Low Fat,,0.034286109,173.1422,OUT027,1985,Medium,Tier 3,Mumbai,5000.8238
FDF58,Snack Foods,Low Fat,,0.009534758,64.551,OUT027,1985,Medium,Tier 3,Mumbai,1201.769
DRD25,Soft Drinks,Low Fat,,0.078589629,113.286,OUT027,1985,Medium,Tier 3,Mumbai,2716.464
FDY07,Fruits and Vegetables,Low Fat,,0.0,45.9402,OUT027,1985,Medium,Tier 3,Mumbai,872.8638
FDZ56,Fruits and Vegetables,Low Fat,,0.025612348,168.2474,OUT027,1985,Medium,Tier 3,Mumbai,3200.5006
NCY18,Household,Low Fat,,0.03100078,177.0054,OUT027,1985,Medium,Tier 3,Mumbai,2101.2648
FDI33,Snack Foods,Low Fat,,0.028281197,90.2146,OUT027,1985,Medium,Tier 3,Mumbai,3648.584
FDP60,Baking Goods,Low Fat,,0.055648052,100.3016,OUT027,1985,Medium,Tier 3,Mumbai,2833.6448
FDZ15,Dairy,Low Fat,,0.020769677,117.5782,OUT027,1985,Medium,Tier 3,Mumbai,2741.0986
FDH21,Seafood,Low Fat,,0.031073804,157.5604,OUT027,1985,Medium,Tier 3,Mumbai,5704.5744
FDY55,Fruits and Vegetables,Low Fat,,0.0,255.7988,OUT027,1985,Medium,Tier 3,Mumbai,9251.9568
FDP33,Snack Foods,Low Fat,,0.088839949,254.2672,OUT027,1985,Medium,Tier 3,Mumbai,10993.6896
NCU17,Health and Hygiene,Low Fat,,0.092433518,101.6674,OUT027,1985,Medium,Tier 3,Mumbai,1426.1436
NCG30,Household,Low Fat,,0.111777297,124.6046,OUT027,1985,Medium,Tier 3,Mumbai,2863.6058
NCR29,Health and Hygiene,Low Fat,,0.054376275,56.293,OUT027,1985,Medium,Tier 3,Mumbai,2546.685
FDI56,Fruits and Vegetables,Low Fat,,0.092933158,91.0146,OUT027,1985,Medium,Tier 3,Mumbai,3466.1548
NCR17,Health and Hygiene,Low Fat,,0.02426524,114.0492,OUT027,1985,Medium,Tier 3,Mumbai,3938.8728
FDT57,Snack Foods,Low Fat,,0.018942606,236.0248,OUT027,1985,Medium,Tier 3,Mumbai,6636.6944
NCK05,Health and Hygiene,Low Fat,,0.077079177,61.5536,OUT027,1985,Medium,Tier 3,Mumbai,918.804
FDS43,Fruits and Vegetables,Low Fat,,0.040318693,186.224,OUT027,1985,Medium,Tier 3,Mumbai,5033.448
FDL34,Snack Foods,Low Fat,,0.040747616,140.2496,OUT027,1985,Medium,Tier 3,Mumbai,4093.3384
FDN09,Snack Foods,Low Fat,,0.034705807,241.6828,OUT027,1985,Medium,Tier 3,Mumbai,4873.656
DRG03,Dairy,Low Fat,,0.061686402,153.9998,OUT027,1985,Medium,Tier 3,Mumbai,5229.1932
FDC44,Fruits and Vegetables,Low Fat,,0.171761077,115.7518,OUT027,1985,Medium,Tier 3,Mumbai,5351.0346
NCU42,Household,Low Fat,,0.019412192,166.5474,OUT027,1985,Medium,Tier 3,Mumbai,4379.6324
FDV23,Breads,Low Fat,,0.105324246,125.7046,OUT027,1985,Medium,Tier 3,Mumbai,3237.1196
FDN10,Snack Foods,Low Fat,,0.045900448,118.9124,OUT027,1985,Medium,Tier 3,Mumbai,2844.2976
FDY21,Snack Foods,Low Fat,,0.172641213,195.111,OUT027,1985,Medium,Tier 3,Mumbai,5303.097
NCQ50,Household,Low Fat,,0.034141213,211.9218,OUT027,1985,Medium,Tier 3,Mumbai,3419.5488
FDQ20,Fruits and Vegetables,Low Fat,,0.029640604,40.8138,OUT027,1985,Medium,Tier 3,Mumbai,1543.3244
DRI03,Dairy,Low Fat,,0.0,175.3028,OUT027,1985,Medium,Tier 3,Mumbai,3719.1588
FDK34,Snack Foods,Low Fat,,0.038340116,240.1564,OUT027,1985,Medium,Tier 3,Mumbai,7150.692
FDE08,Fruits and Vegetables,Low Fat,,0.049080853,147.7734,OUT027,1985,Medium,Tier 3,Mumbai,4602.6754
NCH06,Household,Low Fat,,0.076183667,245.646,OUT027,1985,Medium,Tier 3,Mumbai,3695.19
FDL56,Fruits and Vegetables,Low Fat,,0.12517151,88.9198,OUT027,1985,Medium,Tier 3,Mumbai,3139.9128
FDT20,Fruits and Vegetables,Low Fat,,0.041194986,39.1164,OUT027,1985,Medium,Tier 3,Mumbai,1235.7248
FDP04,Frozen Foods,Low Fat,,0.013745883,62.0168,OUT027,1985,Medium,Tier 3,Mumbai,1534.0032
FDK24,Baking Goods,Low Fat,,0.10080442,45.4744,OUT027,1985,Medium,Tier 3,Mumbai,1041.3112
DRE49,Soft Drinks,Low Fat,,0.0,153.8024,OUT027,1985,Medium,Tier 3,Mumbai,7741.9224
FDW34,Snack Foods,Low Fat,,0.035406842,244.317,OUT027,1985,Medium,Tier 3,Mumbai,8262.578
FDK04,Frozen Foods,Low Fat,,0.052058711,55.5588,OUT027,1985,Medium,Tier 3,Mumbai,1145.176
FDB08,Fruits and Vegetables,Low Fat,,0.030952737,160.1578,OUT027,1985,Medium,Tier 3,Mumbai,3048.6982
NCT53,Health and Hygiene,Low Fat,,0.0,164.5526,OUT027,1985,Medium,Tier 3,Mumbai,2302.3364
NCJ43,Household,Low Fat,,0.026938317,174.1396,OUT027,1985,Medium,Tier 3,Mumbai,4012.1108
NCW41,Health and Hygiene,Low Fat,,0.015375557,156.9604,OUT027,1985,Medium,Tier 3,Mumbai,4278.4308
NCO05,Health and Hygiene,Low Fat,,0.046333982,97.2384,OUT027,1985,Medium,Tier 3,Mumbai,2660.5368
FDF33,Seafood,Low Fat,,0.0,109.4596,OUT027,1985,Medium,Tier 3,Mumbai,1833.6132
DRN59,Hard Drinks,Low Fat,,0.063831013,46.206,OUT027,1985,Medium,Tier 3,Mumbai,1304.968
FDN44,Fruits and Vegetables,Low Fat,,0.022685222,161.592,OUT027,1985,Medium,Tier 3,Mumbai,4314.384
NCG54,Household,Low Fat,,0.079419801,172.3106,OUT027,1985,Medium,Tier 3,Mumbai,5475.5392
NCW42,Household,Low Fat,,0.058185842,220.8456,OUT027,1985,Medium,Tier 3,Mumbai,4199.8664
FDE57,Fruits and Vegetables,Low Fat,,0.036109413,140.6154,OUT027,1985,Medium,Tier 3,Mumbai,4538.0928
FDS08,Fruits and Vegetables,Low Fat,,0.056685383,178.437,OUT027,1985,Medium,Tier 3,Mumbai,3175.866
FDD05,Frozen Foods,Low Fat,,0.016531033,122.4098,OUT027,1985,Medium,Tier 3,Mumbai,3012.745
FDU39,Meat,Low Fat,,0.035863436,58.3562,OUT027,1985,Medium,Tier 3,Mumbai,1125.8678
NCF42,Household,Low Fat,,0.166572501,176.1712,OUT027,1985,Medium,Tier 3,Mumbai,3691.1952
NCO14,Household,Low Fat,,0.029500321,46.2086,OUT027,1985,Medium,Tier 3,Mumbai,802.9548
FDR45,Snack Foods,Low Fat,,0.0,240.6222,OUT027,1985,Medium,Tier 3,Mumbai,4302.3996
FDS39,Meat,Low Fat,,0.022351808,143.7812,OUT027,1985,Medium,Tier 3,Mumbai,4986.842
FDX24,Baking Goods,Low Fat,,0.013861607,94.4462,OUT027,1985,Medium,Tier 3,Mumbai,2036.0164
DRN36,Soft Drinks,Low Fat,,0.049934854,95.0752,OUT027,1985,Medium,Tier 3,Mumbai,2588.6304
NCD31,Household,Low Fat,,0.015359722,163.7526,OUT027,1985,Medium,Tier 3,Mumbai,1973.4312
FDU52,Frozen Foods,Low Fat,,0.063462048,157.563,OUT027,1985,Medium,Tier 3,Mumbai,1721.093
FDP09,Snack Foods,Low Fat,,0.033725743,211.6902,OUT027,1985,Medium,Tier 3,Mumbai,4247.804
FDC45,Fruits and Vegetables,Low Fat,,0.135075924,170.3106,OUT027,1985,Medium,Tier 3,Mumbai,3422.212
DRJ37,Soft Drinks,Low Fat,,0.060805497,150.8024,OUT027,1985,Medium,Tier 3,Mumbai,3339.6528
DRD12,Soft Drinks,Low Fat,,0.0,89.4146,OUT027,1985,Medium,Tier 3,Mumbai,2645.2234
FDR09,Snack Foods,Low Fat,,0.077348214,259.7962,OUT027,1985,Medium,Tier 3,Mumbai,8028.8822
NCJ19,Others,Low Fat,,0.117607719,55.2588,OUT027,1985,Medium,Tier 3,Mumbai,2748.4224
DRH11,Hard Drinks,Low Fat,,0.075192072,56.0614,OUT027,1985,Medium,Tier 3,Mumbai,2597.2858
FDP56,Fruits and Vegetables,Low Fat,,0.046259036,47.4692,OUT027,1985,Medium,Tier 3,Mumbai,1576.6144
DRF01,Soft Drinks,Low Fat,,0.174232377,146.6102,OUT027,1985,Medium,Tier 3,Mumbai,1895.5326
FDC32,Fruits and Vegetables,Low Fat,,0.098629062,90.6462,OUT027,1985,Medium,Tier 3,Mumbai,2406.2012
FDV43,Fruits and Vegetables,Low Fat,,0.076483451,43.4086,OUT027,1985,Medium,Tier 3,Mumbai,847.5634
FDT36,Baking Goods,Low Fat,,0.110735739,35.2874,OUT027,1985,Medium,Tier 3,Mumbai,988.0472
FDA46,Snack Foods,Low Fat,,0.117065801,196.1136,OUT027,1985,Medium,Tier 3,Mumbai,6026.8216
FDD51,Dairy,Low Fat,,0.119371835,45.2744,OUT027,1985,Medium,Tier 3,Mumbai,905.488
FDA49,Canned,Low Fat,,0.064607378,87.4198,OUT027,1985,Medium,Tier 3,Mumbai,2267.7148
FDL36,Baking Goods,Low Fat,,0.075707087,88.183,OUT027,1985,Medium,Tier 3,Mumbai,1438.128
FDQ23,Breads,Low Fat,,0.024407061,102.3332,OUT027,1985,Medium,Tier 3,Mumbai,1948.1308
NCH55,Household,Low Fat,,0.034504414,125.202,OUT027,1985,Medium,Tier 3,Mumbai,2783.044
FDK40,Frozen Foods,Low Fat,,0.021743592,263.191,OUT027,1985,Medium,Tier 3,Mumbai,6574.775
NCE06,Household,Low Fat,,0.091042211,162.6894,OUT027,1985,Medium,Tier 3,Mumbai,2588.6304
FDK33,Snack Foods,Low Fat,,0.011180843,213.456,OUT027,1985,Medium,Tier 3,Mumbai,4261.12
FDW24,Baking Goods,Low Fat,,0.037315469,50.0034,OUT027,1985,Medium,Tier 3,Mumbai,1992.7394
NCG18,Household,Low Fat,,0.02286663,102.8332,OUT027,1985,Medium,Tier 3,Mumbai,2768.3964
DRL47,Hard Drinks,Low Fat,,0.038549197,127.5362,OUT027,1985,Medium,Tier 3,Mumbai,1006.6896
FDM34,Snack Foods,Low Fat,,0.067120954,132.9626,OUT027,1985,Medium,Tier 3,Mumbai,3279.065
NCS53,Health and Hygiene,Low Fat,,0.089343433,157.3604,OUT027,1985,Medium,Tier 3,Mumbai,6021.4952
FDK48,Baking Goods,Low Fat,,0.037449987,76.7354,OUT027,1985,Medium,Tier 3,Mumbai,2783.7098
DRF27,Dairy,Low Fat,,0.02827966,152.234,OUT027,1985,Medium,Tier 3,Mumbai,1071.938
NCR18,Household,Low Fat,,0.020388413,44.4112,OUT027,1985,Medium,Tier 3,Mumbai,767.0016
FDS48,Baking Goods,Low Fat,,0.027644732,149.4708,OUT027,1985,Medium,Tier 3,Mumbai,3159.8868
FDE46,Snack Foods,Low Fat,,0.015693328,150.7366,OUT027,1985,Medium,Tier 3,Mumbai,906.8196
FDQ09,Snack Foods,Low Fat,,0.057850699,113.2834,OUT027,1985,Medium,Tier 3,Mumbai,4376.9692
NCK53,Health and Hygiene,Low Fat,,0.0,100.8042,OUT027,1985,Medium,Tier 3,Mumbai,3472.147
NCS54,Household,Low Fat,,0.00994477,177.837,OUT027,1985,Medium,Tier 3,Mumbai,6528.169
FDK16,Frozen Foods,Low Fat,,0.114771298,93.9094,OUT027,1985,Medium,Tier 3,Mumbai,3903.5854
FDB22,Snack Foods,Low Fat,,0.110901004,155.0998,OUT027,1985,Medium,Tier 3,Mumbai,2768.3964
NCQ42,Household,Low Fat,,0.039078047,128.3678,OUT027,1985,Medium,Tier 3,Mumbai,3179.195
FDE02,Canned,Low Fat,,0.120663214,95.6778,OUT027,1985,Medium,Tier 3,Mumbai,2910.2118
NCD55,Household,Low Fat,,0.024213354,42.4454,OUT027,1985,Medium,Tier 3,Mumbai,293.6178
DRM23,Hard Drinks,Low Fat,,0.0,171.7422,OUT027,1985,Medium,Tier 3,Mumbai,6207.9192
FDY59,Baking Goods,Low Fat,,0.031251369,93.3462,OUT027,1985,Medium,Tier 3,Mumbai,1018.0082
FDD33,Fruits and Vegetables,Low Fat,,0.0,231.9642,OUT027,1985,Medium,Tier 3,Mumbai,6970.926
FDG32,Fruits and Vegetables,Low Fat,,0.17514326,222.3772,OUT027,1985,Medium,Tier 3,Mumbai,9562.2196
NCP02,Household,Low Fat,,0.044591774,59.6562,OUT027,1985,Medium,Tier 3,Mumbai,2192.4794
FDX01,Canned,Low Fat,,0.024047319,115.515,OUT027,1985,Medium,Tier 3,Mumbai,1980.755
FDC53,Frozen Foods,Low Fat,,0.008792907,96.7384,OUT027,1985,Medium,Tier 3,Mumbai,2956.152
DRE48,Soft Drinks,Low Fat,,0.01724183,197.0768,OUT027,1985,Medium,Tier 3,Mumbai,8868.456
NCU29,Health and Hygiene,Low Fat,,0.025354072,144.476,OUT027,1985,Medium,Tier 3,Mumbai,3661.9
FDV15,Meat,Low Fat,,0.145464606,105.7648,OUT027,1985,Medium,Tier 3,Mumbai,2596.62
FDA11,Baking Goods,Low Fat,,0.043029436,94.7436,OUT027,1985,Medium,Tier 3,Mumbai,1701.7848
FDB05,Frozen Foods,Low Fat,,0.08279545,245.8776,OUT027,1985,Medium,Tier 3,Mumbai,4705.8744
DRL37,Soft Drinks,Low Fat,,0.053113721,44.377,OUT027,1985,Medium,Tier 3,Mumbai,1211.756
FDD35,Starchy Foods,Low Fat,,0.02573918,120.744,OUT027,1985,Medium,Tier 3,Mumbai,3954.852
FDY10,Snack Foods,Low Fat,,0.048830264,113.1176,OUT027,1985,Medium,Tier 3,Mumbai,2404.8696
FDS55,Fruits and Vegetables,Low Fat,,0.080771137,146.4734,OUT027,1985,Medium,Tier 3,Mumbai,4157.2552
FDR14,Dairy,Low Fat,,0.173206192,53.3298,OUT027,1985,Medium,Tier 3,Mumbai,1078.596
FDP27,Meat,Low Fat,,0.118872194,188.353,OUT027,1985,Medium,Tier 3,Mumbai,5313.084
FDB17,Frozen Foods,Low Fat,,0.036494521,179.0976,OUT027,1985,Medium,Tier 3,Mumbai,5976.2208
DRI39,Dairy,Low Fat,,0.096592065,54.893,OUT027,1985,Medium,Tier 3,Mumbai,3112.615
FDB44,Fruits and Vegetables,Low Fat,,0.016876708,210.0586,OUT027,1985,Medium,Tier 3,Mumbai,6964.9338
FDS40,Frozen Foods,Low Fat,,0.013951504,36.719,OUT027,1985,Medium,Tier 3,Mumbai,622.523
FDI22,Snack Foods,Low Fat,,0.095746519,208.6612,OUT027,1985,Medium,Tier 3,Mumbai,7317.142
FDA43,Fruits and Vegetables,Low Fat,,0.064362554,193.7794,OUT027,1985,Medium,Tier 3,Mumbai,4876.985
FDK51,Dairy,Low Fat,,0.005209791,265.2884,OUT027,1985,Medium,Tier 3,Mumbai,3179.8608
NCA42,Household,Low Fat,,0.028410335,158.0604,OUT027,1985,Medium,Tier 3,Mumbai,4595.3516
NCX30,Household,Low Fat,,0.026491715,247.2776,OUT027,1985,Medium,Tier 3,Mumbai,6191.94
FDA20,Fruits and Vegetables,Low Fat,,0.066298469,186.824,OUT027,1985,Medium,Tier 3,Mumbai,6338.416
FDK36,Baking Goods,Low Fat,,0.007180374,47.4034,OUT027,1985,Medium,Tier 3,Mumbai,631.8442
NCB42,Health and Hygiene,Low Fat,,0.008519718,116.9492,OUT027,1985,Medium,Tier 3,Mumbai,2780.3808
DRK39,Dairy,Low Fat,,0.049623924,83.225,OUT027,1985,Medium,Tier 3,Mumbai,1498.05
DRI59,Hard Drinks,Low Fat,,0.040636926,224.6088,OUT027,1985,Medium,Tier 3,Mumbai,4474.176
FDE29,Frozen Foods,Low Fat,,0.142436015,62.3878,OUT027,1985,Medium,Tier 3,Mumbai,1514.695
NCO02,Others,Low Fat,,0.073012871,67.5142,OUT027,1985,Medium,Tier 3,Mumbai,2306.997
FDK09,Snack Foods,Low Fat,,0.091318935,230.7352,OUT027,1985,Medium,Tier 3,Mumbai,8474.3024
NCM06,Household,Low Fat,,0.075361182,155.6656,OUT027,1985,Medium,Tier 3,Mumbai,3243.7776
FDO37,Breakfast,Low Fat,,0.021273161,229.1326,OUT027,1985,Medium,Tier 3,Mumbai,7393.0432
NCD54,Household,Low Fat,,0.028868467,146.3786,OUT027,1985,Medium,Tier 3,Mumbai,5056.751
NCQ05,Health and Hygiene,Low Fat,,0.0,152.0708,OUT027,1985,Medium,Tier 3,Mumbai,2106.5912
FDE24,Baking Goods,Low Fat,,0.093010026,143.0812,OUT027,1985,Medium,Tier 3,Mumbai,3704.5112
FDZ55,Fruits and Vegetables,Low Fat,,0.02528566,158.792,OUT027,1985,Medium,Tier 3,Mumbai,4474.176
NCI29,Health and Hygiene,Low Fat,,0.032463574,139.9154,OUT027,1985,Medium,Tier 3,Mumbai,4963.539
FDO40,Frozen Foods,Low Fat,,0.032470108,148.9392,OUT027,1985,Medium,Tier 3,Mumbai,3728.48
FDE21,Fruits and Vegetables,Low Fat,,0.0,115.3492,OUT027,1985,Medium,Tier 3,Mumbai,3823.0236
FDO38,Canned,Low Fat,,0.072486326,78.9986,OUT027,1985,Medium,Tier 3,Mumbai,2259.0594
NCN53,Health and Hygiene,Low Fat,,0.030208465,35.4874,OUT027,1985,Medium,Tier 3,Mumbai,1693.7952
FDH34,Snack Foods,Low Fat,,0.030944666,186.6582,OUT027,1985,Medium,Tier 3,Mumbai,3715.164
FDZ19,Fruits and Vegetables,Low Fat,,0.093002339,177.7712,OUT027,1985,Medium,Tier 3,Mumbai,4921.5936
FDC28,Frozen Foods,Low Fat,,0.054720642,107.8254,OUT027,1985,Medium,Tier 3,Mumbai,2387.5588
FDK52,Frozen Foods,Low Fat,,0.0,225.3062,OUT027,1985,Medium,Tier 3,Mumbai,4288.4178
FDO24,Baking Goods,Low Fat,,0.175362333,158.9604,OUT027,1985,Medium,Tier 3,Mumbai,4436.8912
FDX50,Dairy,Low Fat,,0.074265816,109.5228,OUT027,1985,Medium,Tier 3,Mumbai,3757.7752
NCO06,Household,Low Fat,,0.107507291,34.8558,OUT027,1985,Medium,Tier 3,Mumbai,441.4254
FDA22,Starchy Foods,Low Fat,,0.0,167.5158,OUT027,1985,Medium,Tier 3,Mumbai,4345.0108
FDJ46,Snack Foods,Low Fat,,0.044606379,174.2054,OUT027,1985,Medium,Tier 3,Mumbai,4377.635
NCD42,Health and Hygiene,Low Fat,,0.0,37.3506,OUT027,1985,Medium,Tier 3,Mumbai,1024.6662
FDC41,Frozen Foods,Low Fat,,0.116347087,76.867,OUT027,1985,Medium,Tier 3,Mumbai,2526.711
FDJ53,Frozen Foods,Low Fat,,0.070912843,121.5098,OUT027,1985,Medium,Tier 3,Mumbai,2410.196
FDF41,Frozen Foods,Low Fat,,0.130544568,248.046,OUT027,1985,Medium,Tier 3,Mumbai,7883.072
FDK44,Fruits and Vegetables,Low Fat,,0.121635591,175.4738,OUT027,1985,Medium,Tier 3,Mumbai,2954.1546
FDR21,Snack Foods,Low Fat,,0.066611321,178.237,OUT027,1985,Medium,Tier 3,Mumbai,3705.177
NCX54,Household,Low Fat,,0.047827139,105.3622,OUT027,1985,Medium,Tier 3,Mumbai,3387.5904
NCW18,Household,Low Fat,,0.059037538,237.7248,OUT027,1985,Medium,Tier 3,Mumbai,2607.2728
FDA56,Fruits and Vegetables,Low Fat,,0.008722342,123.5414,OUT027,1985,Medium,Tier 3,Mumbai,4508.1318
NCQ53,Health and Hygiene,Low Fat,,0.018813776,235.259,OUT027,1985,Medium,Tier 3,Mumbai,5672.616
NCO29,Health and Hygiene,Low Fat,,0.032099989,164.1526,OUT027,1985,Medium,Tier 3,Mumbai,2960.1468
FDB59,Snack Foods,Low Fat,,0.01520491,197.2084,OUT027,1985,Medium,Tier 3,Mumbai,4166.5764
NCS06,Household,Low Fat,,0.031583053,260.991,OUT027,1985,Medium,Tier 3,Mumbai,7100.757
FDG52,Frozen Foods,Low Fat,,0.065313024,47.1402,OUT027,1985,Medium,Tier 3,Mumbai,1516.0266
FDJ22,Snack Foods,Low Fat,,0.052554508,190.3504,OUT027,1985,Medium,Tier 3,Mumbai,1917.504
FDK38,Canned,Low Fat,,0.053031857,149.1734,OUT027,1985,Medium,Tier 3,Mumbai,4454.202
NCT42,Household,Low Fat,,0.024766802,151.0392,OUT027,1985,Medium,Tier 3,Mumbai,3281.0624
FDT49,Canned,Low Fat,,0.150672399,104.728,OUT027,1985,Medium,Tier 3,Mumbai,2450.144
DRL35,Hard Drinks,Low Fat,,0.030554947,41.877,OUT027,1985,Medium,Tier 3,Mumbai,1125.202
DRF36,Soft Drinks,Low Fat,,0.023463124,190.6846,OUT027,1985,Medium,Tier 3,Mumbai,9554.23
FDS57,Snack Foods,Low Fat,,0.102941345,142.047,OUT027,1985,Medium,Tier 3,Mumbai,2719.793
DRI25,Soft Drinks,Low Fat,,0.033737273,56.6614,OUT027,1985,Medium,Tier 3,Mumbai,607.8754
FDN32,Fruits and Vegetables,Low Fat,,0.015485016,185.6266,OUT027,1985,Medium,Tier 3,Mumbai,4979.5182
DRM35,Hard Drinks,Low Fat,,0.070103425,179.4344,OUT027,1985,Medium,Tier 3,Mumbai,5888.3352
FDA15,Dairy,Low Fat,,0.015944801,249.5092,OUT027,1985,Medium,Tier 3,Mumbai,6474.2392
FDC50,Canned,Low Fat,,0.135836915,93.8094,OUT027,1985,Medium,Tier 3,Mumbai,3237.1196
NCV05,Health and Hygiene,Low Fat,,0.030062224,154.3656,OUT027,1985,Medium,Tier 3,Mumbai,2471.4496
DRC25,Soft Drinks,Low Fat,,0.0,87.3882,OUT027,1985,Medium,Tier 3,Mumbai,1374.2112
FDB27,Dairy,Low Fat,,0.055121892,196.7768,OUT027,1985,Medium,Tier 3,Mumbai,5912.304
NCV30,Household,Low Fat,,0.065612808,62.351,OUT027,1985,Medium,Tier 3,Mumbai,2150.534
FDM10,Snack Foods,Low Fat,,0.075603699,215.1218,OUT027,1985,Medium,Tier 3,Mumbai,3205.827
NCB19,Household,Low Fat,,0.089858447,84.5882,OUT027,1985,Medium,Tier 3,Mumbai,2061.3168
FDN01,Breakfast,Low Fat,,0.07204818,177.937,OUT027,1985,Medium,Tier 3,Mumbai,6881.043
FDK28,Frozen Foods,Low Fat,,0.065272284,256.1646,OUT027,1985,Medium,Tier 3,Mumbai,3349.6398
NCM29,Health and Hygiene,Low Fat,,0.017556795,129.9626,OUT027,1985,Medium,Tier 3,Mumbai,3410.2276
FDY27,Dairy,Low Fat,,0.031743707,179.1344,OUT027,1985,Medium,Tier 3,Mumbai,1605.9096
FDX13,Canned,Low Fat,,0.047551568,249.1092,OUT027,1985,Medium,Tier 3,Mumbai,8217.3036
NCI17,Health and Hygiene,Low Fat,,0.142728113,95.141,OUT027,1985,Medium,Tier 3,Mumbai,2510.066
NCY41,Health and Hygiene,Low Fat,,0.075368868,35.2532,OUT027,1985,Medium,Tier 3,Mumbai,970.7364
NCI42,Household,Low Fat,,0.01031535,208.4954,OUT027,1985,Medium,Tier 3,Mumbai,3751.1172
FDY46,Snack Foods,Low Fat,,0.04765803,188.3898,OUT027,1985,Medium,Tier 3,Mumbai,5238.5144
FDK22,Snack Foods,Low Fat,,0.025960174,214.885,OUT027,1985,Medium,Tier 3,Mumbai,4976.855
NCY54,Household,Low Fat,,0.176834351,172.1422,OUT027,1985,Medium,Tier 3,Mumbai,5000.8238
NCY53,Health and Hygiene,Low Fat,,0.058198141,110.4544,OUT027,1985,Medium,Tier 3,Mumbai,4250.4672
NCD18,Household,Low Fat,,0.072317217,230.2668,OUT027,1985,Medium,Tier 3,Mumbai,8062.838
NCS38,Household,Low Fat,,0.0,115.2176,OUT027,1985,Medium,Tier 3,Mumbai,1030.6584
